brand,body_type,year,month,fuel_type,transmission,engine_vol,mileage_k,condition,owners,reg_type,fuel_efficiency,max_power,seats,segment,price_inr,age,mileage_per_year,age_squared,brand_tier
Ford,Hatchback,2011,5,Diesel,Manual,1.4,90.0,Good,2,Private,20.0,68.0,5,Mid-Range,225000,14.9,6.0,222.0,2
Hyundai,Sedan,2019,5,Petrol,Manual,1.2,90.0,Excellent,1,Private,20.1,81.9,5,Mid-Range,590000,6.9,13.0,47.6,2
Jeep,SUV,2018,6,Diesel,Manual,2.0,80.0,Excellent,1,Private,17.1,170.0,5,Mid-Range,1675000,7.8,10.3,60.8,2
Ford,Sedan,2019,7,Petrol,Manual,1.2,33.0,Excellent,1,Private,19.4,94.9,5,Mid-Range,800000,6.8,4.9,46.2,2
Chevrolet,Sedan,2014,10,Petrol,Manual,1.2,13.5,Good,1,Private,18.2,82.4,5,Budget,450000,11.5,1.2,132.2,1
Tata,Hatchback,2012,10,Diesel,Manual,1.4,80.0,Fair,1,Private,17.0,70.0,5,Budget,300000,13.5,5.9,182.2,1
Hyundai,Hatchback,2017,8,Petrol + CNG,Manual,1.2,20.0,Excellent,1,Private,18.6,81.8,5,Mid-Range,645000,8.7,2.3,75.7,2
Maruti Suzuki,Sedan,2013,9,Diesel,Manual,1.2,58.0,Excellent,1,Taxi,23.4,74.0,5,Budget,520000,12.6,4.6,158.8,1
Hyundai,Sedan,2013,11,Petrol,Manual,0.8,40.0,Good,1,Private,21.1,55.2,5,Mid-Range,200000,12.4,3.2,153.8,2
Honda,Sedan,2015,4,Petrol,Manual,1.5,30.0,Good,1,Private,17.4,117.3,5,Mid-Range,700000,11.0,2.7,121.0,2
Maruti Suzuki,Sedan,2000,5,Petrol,Manual,0.8,50.0,Fair,2,Taxi,16.1,37.0,4,Budget,45000,25.9,1.9,670.8,1
Ford,Hatchback,2016,5,Diesel,Manual,1.5,73.0,Good,1,Private,25.8,99.0,5,Mid-Range,459999,9.9,7.4,98.0,2
Maruti Suzuki,SUV,2014,8,Diesel,Manual,1.2,90.0,Good,2,Private,23.2,73.9,5,Budget,325000,11.7,7.7,136.9,1
Maruti Suzuki,Hatchback,2015,9,Petrol,Manual,1.0,50.0,Good,2,Private,20.5,67.0,5,Budget,350000,10.6,4.7,112.4,1
Hyundai,Sedan,2011,7,Diesel,Manual,1.6,80.0,Good,3,Private,22.3,126.3,5,Mid-Range,440000,14.8,5.4,219.0,2
Hyundai,Hatchback,2011,5,Diesel,Manual,1.4,70.0,Fair,2,Taxi,21.9,90.0,5,Mid-Range,320000,14.9,4.7,222.0,2
Chevrolet,SUV,2011,3,Petrol,Manual,1.0,41.0,Excellent,1,Private,18.0,62.0,5,Budget,169000,15.1,2.7,228.0,1
Volkswagen,Hatchback,2013,1,Petrol,Manual,1.2,50.0,Good,4,Bharat,16.5,73.9,5,Mid-Range,350000,13.2,3.8,174.2,2
Ford,Hatchback,2014,11,Diesel,Manual,1.4,113.2,Good,1,Private,19.7,67.0,5,Mid-Range,350000,11.4,9.9,130.0,2
Ford,Hatchback,2013,9,Diesel,Manual,1.4,90.0,Good,2,Private,20.0,68.1,5,Mid-Range,310000,12.6,7.1,158.8,2
Maruti Suzuki,Hatchback,2007,5,Petrol,Manual,1.5,70.0,Fair,3,Private,18.0,80.0,5,Budget,150000,18.9,3.7,357.2,1
Mahindra,SUV,2010,9,Diesel,Manual,2.2,160.5,Fair,4,Bharat,13.5,115.0,5,Mid-Range,420000,15.6,10.3,243.4,2
Maruti Suzuki,Sedan,2015,10,Petrol,Automatic,1.4,30.0,Good,1,Private,19.1,91.1,5,Budget,685000,10.5,2.9,110.2,1
Renault,SUV,2014,12,Diesel,Manual,1.5,132.0,Fair,2,Private,19.7,108.4,5,Budget,560000,11.3,11.7,127.7,1
Maruti Suzuki,Hatchback,2013,4,Diesel,Manual,1.2,120.0,Fair,3,Private,22.9,74.0,5,Budget,470000,13.0,9.2,169.0,1
Hyundai,Sedan,2011,5,Petrol + CNG,Manual,1.6,80.0,Good,2,Private,16.2,103.2,5,Mid-Range,380000,14.9,5.4,222.0,2
Mahindra,SUV,2015,4,Diesel,Manual,2.0,57.0,Excellent,2,Private,15.4,120.0,7,Mid-Range,670000,11.0,5.2,121.0,2
Maruti Suzuki,Sedan,2018,2,Petrol,Manual,1.2,5.0,Excellent,1,Private,22.0,81.8,5,Budget,550000,8.2,0.6,67.2,1
Hyundai,Sedan,2016,12,Petrol,Manual,1.6,25.0,Excellent,1,Taxi,17.0,121.3,5,Mid-Range,749000,9.3,2.7,86.5,2
Hyundai,SUV,2015,1,Diesel,Manual,1.6,80.0,Good,2,Private,19.7,126.2,5,Mid-Range,899000,11.2,7.1,125.4,2
Chevrolet,Hatchback,2011,8,Diesel,Manual,2.0,88.0,Excellent,3,Private,16.5,123.7,5,Budget,290000,14.7,6.0,216.1,1
Toyota,MUV,2014,4,Diesel,Manual,2.5,217.0,Fair,2,Private,13.0,100.6,7,Mid-Range,869999,12.0,18.1,144.0,2
Datsun,Hatchback,2015,5,Petrol,Manual,1.2,60.0,Good,1,Private,20.6,67.0,7,Budget,350000,10.9,5.5,118.8,1
Maruti Suzuki,Sedan,2017,6,Petrol,Manual,1.2,43.0,Excellent,1,Private,20.8,83.1,5,Budget,500000,8.8,4.9,77.4,1
Skoda,Sedan,2014,8,Diesel,Automatic,1.5,77.0,Excellent,2,Taxi,21.7,103.6,5,Mid-Range,400000,11.7,6.6,136.9,2
Renault,Hatchback,2016,11,Petrol,Manual,0.8,30.0,Excellent,1,Private,25.2,53.3,5,Budget,260000,9.4,3.2,88.4,1
Maruti Suzuki,Hatchback,2015,8,Petrol,Manual,0.8,40.0,Excellent,2,Taxi,22.7,47.3,5,Budget,220000,10.7,3.7,114.5,1
Chevrolet,MUV,2014,7,Diesel,Manual,1.2,139.0,Good,2,Private,18.2,73.8,8,Budget,190000,11.8,11.8,139.2,1
Hyundai,Hatchback,2016,4,Petrol,Manual,1.2,80.0,Good,1,Private,18.9,82.0,5,Mid-Range,400000,10.0,8.0,100.0,2
Chevrolet,Hatchback,2014,6,Diesel,Manual,0.9,76.0,Fair,2,Private,25.4,56.3,5,Budget,170000,11.8,6.4,139.2,1
Hyundai,Hatchback,2019,4,Petrol,Manual,1.2,3.5,Excellent,1,Private,18.6,81.9,5,Mid-Range,650000,7.0,0.5,49.0,2
Maruti Suzuki,SUV,2007,7,Petrol + CNG,Manual,0.8,62.0,Fair,2,Private,16.1,37.0,4,Budget,60000,18.8,3.3,353.4,1
Tata,SUV,2007,12,Petrol,Manual,2.1,110.0,Good,2,Private,12.0,127.0,7,Budget,300000,18.3,6.0,334.9,1
Chevrolet,MUV,2012,12,Petrol,Manual,1.0,40.0,Good,2,Private,16.2,62.1,5,Budget,125000,13.3,3.0,176.9,1
Tata,Hatchback,2013,11,Diesel,Manual,1.5,120.0,Excellent,2,Private,18.0,80.0,5,Budget,130000,12.4,9.7,153.8,1
Mahindra,SUV,2012,1,Diesel,Manual,2.2,1500.0,Poor,1,Taxi,15.1,140.0,7,Mid-Range,500000,14.2,105.6,201.6,2
Maruti Suzuki,Sedan,2011,5,Petrol,Manual,0.8,70.0,Good,3,Private,19.7,46.3,5,Budget,170000,14.9,4.7,222.0,1
Maruti Suzuki,Sedan,2012,10,Diesel,Manual,1.2,77.0,Excellent,2,Private,19.3,73.9,5,Budget,310000,13.5,5.7,182.2,1
Chevrolet,SUV,2011,12,Petrol,Manual,1.0,110.0,Good,2,Private,18.0,62.0,5,Budget,130000,14.3,7.7,204.5,1
Maruti Suzuki,Hatchback,2016,10,Petrol,Manual,1.0,20.0,Excellent,1,Private,20.5,67.0,5,Budget,465000,9.5,2.1,90.2,1
Mahindra,MUV,1995,4,Diesel,Manual,1.5,90.0,Fair,3,Private,18.0,80.0,5,Mid-Range,160000,31.0,2.9,961.0,2
Mercedes-Benz,SUV,2005,11,Diesel,Automatic,3.0,120.0,Good,2,Taxi,11.0,198.5,5,Premium,800000,20.4,5.9,416.2,3
Maruti Suzuki,Hatchback,2012,7,Petrol,Manual,1.0,16.8,Good,1,Private,20.2,67.1,5,Budget,260000,13.8,1.2,190.4,1
Mahindra,Hatchback,2013,9,Diesel,Manual,2.5,70.0,Excellent,1,Private,16.0,63.0,9,Mid-Range,500000,12.6,5.6,158.8,2
Renault,Hatchback,2017,5,Petrol,Manual,1.0,38.0,Excellent,1,Private,23.0,67.0,5,Budget,325000,8.9,4.3,79.2,1
Mahindra,Hatchback,2013,4,Diesel,Manual,2.5,80.0,Good,1,Private,16.0,63.0,9,Mid-Range,400000,13.0,6.2,169.0,2
Toyota,SUV,2018,9,Diesel,Manual,2.8,50.0,Excellent,1,Private,14.2,174.5,7,Mid-Range,3200000,7.6,6.6,57.8,2
Tata,Sedan,2007,5,Diesel,Manual,1.4,50.0,Good,1,Private,17.9,52.8,5,Budget,200000,18.9,2.6,357.2,1
Mahindra,SUV,2013,9,Diesel,Manual,1.5,52.0,Good,1,Bharat,17.2,100.0,7,Mid-Range,450000,12.6,4.1,158.8,2
Tata,Hatchback,2012,8,Diesel,Manual,1.4,50.0,Good,1,Private,17.0,70.0,5,Budget,229999,13.7,3.6,187.7,1
Hyundai,SUV,2016,4,Petrol,Manual,0.8,30.0,Excellent,1,Private,21.1,55.2,5,Mid-Range,340000,10.0,3.0,100.0,2
Mahindra,Sedan,2014,11,Diesel,Manual,2.5,103.0,Good,1,Private,16.0,62.1,7,Mid-Range,550000,11.4,9.0,130.0,2
Ford,SUV,2011,11,Diesel,Automatic,3.0,93.5,Good,2,Private,11.4,153.9,7,Mid-Range,975000,14.4,6.5,207.4,2
Volvo,SUV,2019,7,Diesel,Automatic,2.0,20.0,Excellent,1,Private,18.0,190.0,5,Premium,3800000,6.8,2.9,46.2,3
Volkswagen,MUV,2010,5,Petrol,Manual,1.6,80.0,Fair,2,Private,14.0,102.0,5,Mid-Range,225000,15.9,5.0,252.8,2
Ford,SUV,2018,10,Diesel,Automatic,3.2,12.0,Excellent,1,Private,10.9,197.0,7,Mid-Range,3250000,7.5,1.6,56.2,2
Tata,Hatchback,2013,4,Diesel,Manual,1.4,70.0,Excellent,1,Private,25.0,69.0,5,Budget,280000,13.0,5.4,169.0,1
Honda,Sedan,2019,5,Petrol,Manual,1.2,4.5,Excellent,1,Private,19.5,88.8,5,Mid-Range,700000,6.9,0.7,47.6,2
Tata,Hatchback,2012,5,Diesel,Manual,1.4,35.0,Excellent,1,Private,23.0,69.0,5,Budget,259000,13.9,2.5,193.2,1
Toyota,SUV,2018,11,Diesel,Automatic,2.8,60.0,Excellent,1,Private,15.0,174.5,7,Mid-Range,3200000,7.4,8.1,54.8,2
Mahindra,SUV,2018,9,Diesel,Manual,2.0,30.0,Excellent,1,Private,16.0,140.0,7,Mid-Range,1400000,7.6,3.9,57.8,2
Ford,Hatchback,2015,12,Petrol,Automatic,1.5,40.0,Excellent,1,Private,17.0,110.4,5,Mid-Range,416000,10.3,3.9,106.1,2
Tata,Hatchback,2011,9,Diesel,Manual,1.2,70.0,Fair,1,Bharat,19.0,90.0,5,Budget,250000,14.6,4.8,213.2,1
Tata,Hatchback,2010,6,Diesel,Manual,1.2,120.0,Good,1,Private,21.1,88.8,5,Budget,210000,15.8,7.6,249.6,1
Mahindra,SUV,2008,4,Diesel,Manual,2.2,120.0,Fair,2,Taxi,12.0,120.0,8,Mid-Range,290000,18.0,6.7,324.0,2
Tata,SUV,2012,2,Diesel,Manual,1.4,90.0,Good,1,Private,23.0,69.0,5,Budget,220000,14.2,6.3,201.6,1
Tata,Hatchback,2012,3,Diesel,Manual,1.4,35.0,Good,2,Private,23.0,69.0,5,Budget,246000,14.1,2.5,198.8,1
Maruti Suzuki,Minivan,2018,2,Petrol,Manual,0.8,30.0,Excellent,1,Private,16.8,34.2,8,Budget,260000,8.2,3.7,67.2,1
Hyundai,SUV,2018,5,Diesel,Manual,1.4,70.0,Excellent,1,Private,21.4,88.7,5,Mid-Range,1050000,7.9,8.9,62.4,2
Tata,SUV,2012,6,Diesel,Manual,1.2,60.0,Excellent,1,Private,21.0,88.8,5,Budget,290000,13.8,4.3,190.4,1
Tata,Hatchback,2013,11,Diesel,Manual,1.4,70.0,Excellent,1,Private,25.0,69.0,5,Budget,310000,12.4,5.6,153.8,1
Hyundai,Hatchback,2018,5,Petrol,Manual,1.2,6.0,Good,1,Private,18.6,81.8,5,Mid-Range,700000,7.9,0.8,62.4,2
Maruti Suzuki,Hatchback,2016,2,Petrol,Manual,1.2,20.0,Excellent,1,Private,20.4,81.8,5,Budget,550000,10.2,2.0,104.0,1
Tata,Hatchback,2017,12,Diesel,Manual,1.4,70.0,Good,1,Private,19.1,69.0,5,Budget,450000,8.3,8.4,68.9,1
Honda,Sedan,2016,5,Petrol,Manual,1.5,65.0,Good,1,Private,17.8,117.3,5,Mid-Range,773000,9.9,6.6,98.0,2
Tata,Hatchback,2017,9,Petrol + CNG,Manual,1.2,25.0,Excellent,1,Taxi,23.8,84.0,5,Budget,450000,8.6,2.9,74.0,1
Maruti Suzuki,Minivan,2019,4,Petrol,Manual,1.2,10.0,Excellent,1,Taxi,15.4,73.0,5,Budget,409999,7.0,1.4,49.0,1
Maruti Suzuki,SUV,2003,12,Petrol + CNG,Manual,0.8,35.0,Fair,4,Private,16.1,37.0,4,Budget,45000,22.3,1.6,497.3,1
Nissan,MUV,2014,10,Petrol,Automatic,2.5,80.0,Excellent,2,Private,11.1,179.5,5,Budget,600000,11.5,7.0,132.2,1
Chevrolet,Sedan,2010,2,Petrol,Manual,1.2,63.0,Fair,1,Private,18.6,79.4,5,Budget,250000,16.2,3.9,262.4,1
Tata,MUV,2008,3,Diesel,Manual,1.4,100.0,Good,1,Bharat,16.8,62.0,5,Budget,70000,18.1,5.5,327.6,1
Honda,Sedan,2019,3,Petrol,Manual,1.2,1.3,Excellent,1,Private,17.8,86.7,5,Mid-Range,690000,7.1,0.2,50.4,2
Audi,SUV,2018,9,Diesel,Automatic,2.0,31.8,Excellent,1,Private,17.0,188.0,5,Premium,3975000,7.6,4.2,57.8,3
Lexus,Sedan,2019,4,Petrol,Automatic,2.5,20.0,Good,1,Private,22.4,214.6,5,Premium,5150000,7.0,2.9,49.0,3
Jaguar,SUV,2017,1,Diesel + CNG,Automatic,2.0,45.0,Excellent,1,Bharat,19.3,177.0,5,Premium,3200000,9.2,4.9,84.6,3
Jeep,SUV,2017,1,Petrol,Automatic,3.6,17.0,Excellent,1,Private,9.5,280.0,5,Mid-Range,4100000,9.2,1.8,84.6,2
Toyota,Hatchback,2018,7,Petrol,Manual,1.5,4.3,Excellent,1,Private,17.1,105.5,5,Mid-Range,1000000,7.8,0.6,60.8,2
Toyota,Hatchback,2018,7,Petrol,Manual,1.5,5.2,Good,1,Private,17.1,105.5,5,Mid-Range,1000000,7.8,0.7,60.8,2
Toyota,Sedan,2016,2,Petrol,Automatic,2.5,68.1,Good,1,Bharat,19.2,157.7,5,Mid-Range,2000000,10.2,6.7,104.0,2
Maruti Suzuki,Sedan,2018,9,Diesel,Manual,1.2,23.7,Excellent,1,Bharat,28.1,88.5,5,Budget,925000,7.6,3.1,57.8,1
Honda,Hatchback,2016,9,Petrol,Manual,1.2,56.5,Excellent,1,Private,18.2,88.7,5,Mid-Range,550000,9.6,5.9,92.2,2
Maruti Suzuki,Hatchback,2018,5,Petrol + CNG,Manual,1.0,16.6,Good,1,Private,20.5,67.0,5,Budget,430000,7.9,2.1,62.4,1
Toyota,MUV,2013,3,Diesel,Manual,2.5,79.3,Good,2,Private,13.0,100.6,7,Mid-Range,750000,13.1,6.1,171.6,2
Honda,Sedan,2016,3,Petrol,Manual,1.5,53.2,Good,2,Private,17.8,117.3,5,Mid-Range,675000,10.1,5.3,102.0,2
Maruti Suzuki,Hatchback,2017,12,Petrol,Manual,1.2,25.3,Excellent,1,Taxi,21.0,81.8,5,Budget,570000,8.3,3.0,68.9,1
Maruti Suzuki,SUV,2017,3,Diesel,Manual,1.2,53.6,Good,1,Private,24.3,88.5,5,Budget,850000,9.1,5.9,82.8,1
BMW,SUV,2019,6,Diesel,Automatic,2.0,7.5,Excellent,1,Private,16.8,190.0,5,Premium,5400000,6.8,1.1,46.2,3
BMW,Sedan,2019,4,Diesel,Automatic,2.0,8.5,Excellent,1,Private,16.8,190.0,5,Premium,5500000,7.0,1.2,49.0,3
Honda,Sedan,2019,8,Petrol,Automatic,1.2,7.0,Excellent,1,Private,19.0,88.8,5,Mid-Range,779000,6.7,1.0,44.9,2
Ford,SUV,2018,11,Petrol,Manual,1.5,6.0,Excellent,1,Taxi,15.9,120.7,5,Mid-Range,640000,7.4,0.8,54.8,2
Tata,Hatchback,2013,11,Diesel,Manual,1.4,80.0,Excellent,1,Private,19.1,69.0,5,Budget,250000,12.4,6.5,153.8,1
Renault,SUV,2018,11,Diesel,Manual,1.5,12.0,Excellent,1,Private,19.6,108.4,5,Budget,1250000,7.4,1.6,54.8,1
Ford,SUV,2017,5,Petrol,Manual,1.5,25.0,Good,1,Private,17.0,121.3,5,Mid-Range,889000,8.9,2.8,79.2,2
Hyundai,Hatchback,2017,1,Diesel,Manual,1.4,40.0,Excellent,2,Private,22.5,88.7,5,Mid-Range,750000,9.2,4.3,84.6,2
Maruti Suzuki,Hatchback,2010,9,Diesel,Manual,1.2,130.0,Poor,3,Private,17.8,75.0,5,Budget,320000,15.6,8.3,243.4,1
Skoda,Hatchback,2011,1,Diesel,Manual,2.0,202.0,Fair,1,Taxi,17.7,138.1,5,Mid-Range,600000,15.2,13.3,231.0,2
Maruti Suzuki,Sedan,2018,6,Diesel,Manual,1.2,40.0,Excellent,1,Private,28.1,88.5,5,Budget,1000000,7.8,5.1,60.8,1
Maruti Suzuki,SUV,2000,1,Petrol,Manual,1.0,70.0,Fair,4,Taxi,17.3,60.0,5,Budget,110000,26.2,2.7,686.4,1
Honda,Sedan,2008,3,Petrol,Manual,1.5,120.0,Good,2,Private,17.7,78.0,5,Mid-Range,250000,18.1,6.6,327.6,2
Maruti Suzuki,Sedan,2015,10,Diesel,Manual,1.2,60.0,Excellent,1,Taxi,26.6,74.0,5,Budget,600000,10.5,5.7,110.2,1
Maruti Suzuki,Sedan,2009,5,Petrol + CNG,Manual,1.0,60.0,Good,1,Private,19.0,67.1,5,Budget,165000,16.9,3.6,285.6,1
Maruti Suzuki,Sedan,2004,10,Petrol,Manual,0.8,60.0,Fair,2,Private,19.7,46.3,5,Budget,118000,21.5,2.8,462.2,1
Maruti Suzuki,Hatchback,2016,7,Diesel,Manual,1.2,78.0,Good,1,Private,27.4,74.0,5,Budget,700000,9.8,8.0,96.0,1
Renault,SUV,2013,10,Diesel,Manual,1.5,80.0,Good,2,Bharat,20.5,83.8,5,Budget,585000,12.5,6.4,156.2,1
Maruti Suzuki,SUV,2006,8,Petrol,Manual,0.8,120.0,Good,4,Private,19.7,46.3,5,Budget,120000,19.7,6.1,388.1,1
Maruti Suzuki,Sedan,2003,12,Petrol,Manual,0.8,90.0,Poor,4,Private,16.1,37.0,4,Budget,65000,22.3,4.0,497.3,1
Maruti Suzuki,SUV,2006,9,Petrol,Manual,0.8,100.0,Fair,2,Taxi,19.7,46.3,5,Budget,150000,19.6,5.1,384.2,1
Maruti Suzuki,MUV,2009,6,Petrol,Manual,0.8,70.0,Good,4,Private,19.7,46.3,5,Budget,150000,16.8,4.2,282.2,1
Hyundai,SUV,2004,11,Diesel,Manual,1.5,160.0,Poor,3,Private,13.1,82.0,5,Mid-Range,170000,21.4,7.5,458.0,2
Mahindra,SUV,2006,9,Diesel,Manual,2.2,120.0,Poor,3,Private,10.5,120.0,8,Mid-Range,250000,19.6,6.1,384.2,2
Hyundai,Sedan,2005,8,Diesel,Manual,1.5,100.0,Good,3,Private,13.1,82.0,5,Mid-Range,100000,20.7,4.8,428.5,2
Maruti Suzuki,MUV,2013,9,Diesel,Manual,1.2,60.0,Excellent,2,Private,20.8,88.8,7,Budget,599000,12.6,4.8,158.8,1
Chevrolet,Sedan,2010,10,Diesel,Manual,2.0,135.0,Good,3,Private,18.3,147.9,5,Budget,250000,15.5,8.7,240.2,1
Maruti Suzuki,Hatchback,2016,4,Petrol,Manual,1.2,90.0,Excellent,1,Private,20.4,81.8,5,Budget,570000,10.0,9.0,100.0,1
Volkswagen,Hatchback,2013,9,Diesel,Manual,1.2,75.0,Good,2,Private,22.1,73.9,5,Mid-Range,440000,12.6,6.0,158.8,2
Toyota,MUV,2005,7,Diesel,Manual,2.5,185.0,Good,2,Private,11.4,100.6,7,Mid-Range,300000,20.8,8.9,432.6,2
Nissan,Hatchback,2015,5,Petrol,Automatic,1.2,71.7,Good,2,Private,19.3,76.0,5,Budget,300000,10.9,6.6,118.8,1
Mahindra,SUV,2011,5,Diesel,Automatic,2.2,150.0,Good,2,Private,11.8,120.0,8,Mid-Range,500000,14.9,10.1,222.0,2
Maruti Suzuki,Sedan,2016,1,Diesel,Manual,1.2,55.0,Good,1,Private,26.6,74.0,5,Budget,660000,10.2,5.4,104.0,1
Ford,Sedan,2012,2,Petrol,Manual,1.6,90.0,Excellent,2,Private,15.3,99.6,5,Mid-Range,256000,14.2,6.3,201.6,2
Renault,Hatchback,2018,10,Petrol,Manual,1.0,35.0,Excellent,1,Taxi,23.0,67.0,5,Budget,409999,7.5,4.7,56.2,1
Toyota,SUV,2015,3,Diesel,Manual,3.0,120.0,Excellent,2,Taxi,12.6,168.5,7,Mid-Range,1888000,11.1,10.8,123.2,2
Hyundai,Hatchback,2011,8,Petrol + CNG,Manual,1.1,100.0,Fair,2,Private,13.4,62.1,5,Mid-Range,250000,14.7,6.8,216.1,2
Honda,Sedan,2009,6,Petrol,Automatic,1.8,40.0,Fair,3,Taxi,12.9,130.0,5,Mid-Range,280000,16.8,2.4,282.2,2
Mahindra,Sedan,2010,12,Diesel,Manual,2.5,100.0,Excellent,1,Taxi,13.0,95.0,8,Mid-Range,300000,15.3,6.5,234.1,2
Tata,SUV,2016,10,Diesel,Manual,2.2,120.0,Good,1,Private,14.1,147.9,5,Budget,900000,9.5,12.6,90.2,1
Maruti Suzuki,Hatchback,2014,11,Petrol,Manual,1.0,60.0,Good,1,Private,19.0,67.1,5,Budget,190000,11.4,5.3,130.0,1
Mahindra,Sedan,2019,5,Diesel,Manual,2.5,2.0,Excellent,1,Private,16.0,63.0,9,Mid-Range,800000,6.9,0.3,47.6,2
Mahindra,SUV,2012,1,Diesel,Manual,2.5,100.0,Good,1,Private,14.0,75.0,8,Mid-Range,450000,14.2,7.0,201.6,2
Mahindra,Hatchback,2015,12,Diesel,Manual,2.5,110.0,Good,1,Taxi,15.0,93.7,7,Mid-Range,400000,10.3,10.7,106.1,2
Tata,SUV,2009,11,Diesel,Manual,2.2,90.0,Fair,2,Private,13.9,138.1,7,Budget,150000,16.4,5.5,269.0,1
Tata,Hatchback,2011,12,Diesel,Manual,1.4,84.3,Excellent,1,Private,23.6,70.0,5,Budget,200000,14.3,5.9,204.5,1
Mahindra,SUV,2013,9,Diesel + CNG,Manual,2.2,177.0,Fair,1,Private,15.1,140.0,7,Mid-Range,600000,12.6,14.0,158.8,2
Tata,Sedan,2010,3,Diesel,Manual,1.2,60.0,Good,1,Private,18.0,75.0,5,Budget,175000,16.1,3.7,259.2,1
Tata,SUV,2008,3,Diesel,Manual,1.4,205.0,Fair,2,Private,19.1,69.0,5,Budget,99000,18.1,11.3,327.6,1
Hyundai,Hatchback,2008,2,Petrol,Manual,1.2,70.0,Fair,2,Bharat,20.4,78.9,5,Mid-Range,215000,18.2,3.8,331.2,2
Maruti Suzuki,Minivan,2011,4,Petrol,Manual,1.5,70.0,Excellent,3,Private,18.0,80.0,5,Budget,190000,15.0,4.7,225.0,1
Renault,SUV,2013,12,Diesel,Manual,1.5,126.0,Excellent,2,Taxi,19.0,108.4,5,Budget,520000,12.3,10.2,151.3,1
Ford,SUV,2016,2,Diesel,Automatic,3.2,120.0,Good,2,Private,10.9,197.0,7,Mid-Range,2280000,10.2,11.8,104.0,2
Tata,Hatchback,2015,9,Diesel,Manual,1.4,70.0,Good,1,Private,19.1,70.0,5,Budget,285000,10.6,6.6,112.4,1
Mahindra,Hatchback,2017,12,Diesel,Manual,1.5,82.0,Excellent,1,Private,18.5,100.0,7,Mid-Range,660000,8.3,9.9,68.9,2
Maruti Suzuki,Sedan,2004,10,Petrol + CNG,Manual,0.8,110.0,Fair,3,Taxi,16.1,37.0,4,Budget,31504,21.5,5.1,462.2,1
Maruti Suzuki,Sedan,2015,7,Petrol,Manual,1.2,45.0,Excellent,2,Private,20.8,83.1,5,Budget,515000,10.8,4.2,116.6,1
Nissan,Sedan,2012,8,Diesel,Manual,1.5,70.0,Excellent,2,Private,21.6,84.8,5,Budget,295000,13.7,5.1,187.7,1
Nissan,SUV,2015,3,Diesel,Manual,1.5,80.0,Good,2,Private,20.4,83.8,5,Budget,700000,11.1,7.2,123.2,1
Mahindra,SUV,2017,6,Diesel,Manual,2.2,45.0,Good,1,Taxi,15.4,120.0,7,Mid-Range,1100000,8.8,5.1,77.4,2
Hyundai,Sedan,2017,10,Petrol,Manual,1.0,60.0,Excellent,1,Private,20.3,68.0,5,Mid-Range,300000,8.5,7.1,72.2,2
Maruti Suzuki,Hatchback,2013,6,Petrol + CNG,Manual,1.2,41.8,Good,1,Private,18.6,85.8,5,Budget,450000,12.8,3.3,163.8,1
Maruti Suzuki,Hatchback,2010,1,Petrol,Manual,1.5,132.0,Fair,2,Private,18.0,80.0,5,Budget,135000,16.2,8.1,262.4,1
Maruti Suzuki,Sedan,2017,6,Diesel,Manual,1.2,50.0,Excellent,2,Private,28.4,74.0,5,Budget,700000,8.8,5.7,77.4,1
Ford,Hatchback,2012,3,Diesel,Manual,1.4,40.0,Good,1,Private,20.0,68.0,5,Mid-Range,250000,14.1,2.8,198.8,2
Maruti Suzuki,Hatchback,2009,11,Petrol,Manual,1.1,96.0,Fair,2,Taxi,18.9,67.0,5,Budget,140000,16.4,5.9,269.0,1
Mahindra,Hatchback,2012,3,Diesel,Manual,2.5,117.0,Fair,1,Private,14.0,112.0,8,Mid-Range,250000,14.1,8.3,198.8,2
Hyundai,Hatchback,2011,3,Petrol,Manual,1.1,110.0,Good,2,Taxi,19.8,68.0,5,Mid-Range,210000,15.1,7.3,228.0,2
Honda,Sedan,2014,10,Diesel,Manual,1.5,100.0,Good,2,Private,25.8,98.6,5,Mid-Range,420000,11.5,8.7,132.2,2
Maruti Suzuki,Sedan,2007,11,Petrol,Manual,0.8,88.7,Fair,3,Private,19.7,46.3,5,Budget,130000,18.4,4.8,338.6,1
Nissan,Sedan,2012,11,Petrol,Manual,1.5,70.0,Good,2,Taxi,17.0,97.7,5,Budget,320000,13.4,5.2,179.6,1
Maruti Suzuki,Hatchback,2010,10,Petrol + CNG,Manual,1.1,110.0,Good,2,Private,17.3,64.0,5,Budget,200000,15.5,7.1,240.2,1
Maruti Suzuki,SUV,2016,11,Petrol + CNG,Manual,0.8,15.0,Good,1,Private,22.7,47.3,5,Budget,310000,9.4,1.6,88.4,1
Mahindra,Hatchback,2012,8,Diesel,Manual,1.5,80.0,Good,2,Private,20.8,65.0,5,Mid-Range,200000,13.7,5.8,187.7,2
Maruti Suzuki,Hatchback,2014,5,Petrol + CNG,Manual,1.2,50.0,Excellent,1,Private,18.5,85.8,5,Budget,350000,11.9,4.2,141.6,1
Hyundai,Sedan,2018,4,Petrol,Manual,0.8,15.0,Excellent,1,Private,21.1,55.2,5,Mid-Range,444000,8.0,1.9,64.0,2
Datsun,Hatchback,2017,9,Petrol,Manual,0.8,25.0,Excellent,1,Private,22.7,53.6,5,Budget,300000,8.6,2.9,74.0,1
